t,round,phase,actor,opponent,event,landed,target,force,Red_head_fatigue,Red_left_arm_fatigue,Red_right_arm_fatigue,Red_torso_fatigue,Red_legs_fatigue,Blue_head_fatigue,Blue_left_arm_fatigue,Blue_right_arm_fatigue,Blue_torso_fatigue,Blue_legs_fatigue,Red_stamina,Blue_stamina
12.599999999999987,1,active,Blue,Red,circle,,,,1.3884400347526846,0.0,0.5099999999999998,0.0939999999999999,0.040985862203936685,0.0,0.2679999999999999,1.403999999999999,0.4862373609279155,0.053000000000000005,99.58861482060867,99.54684065976802
12.799999999999986,1,active,Red,Blue,circle,,,,1.3884400347526846,0.0,0.5099999999999998,0.0939999999999999,0.07598586220393669,0.0,0.2559999999999999,1.391999999999999,0.47423736092791546,0.04100000000000001,99.58161482060868,99.55644065976801
12.999999999999986,1,active,Red,Blue,cross,0.0,,,1.3764400347526846,0.0,0.8479999999999998,0.0819999999999999,0.06398586220393669,0.0,0.24399999999999988,1.379999999999999,0.46223736092791545,0.02900000000000001,99.52181482060868,99.56604065976802
13.199999999999985,1,active,Blue,Red,jab,1.0,head,1.0,2.5524400347526846,0.0,0.8239999999999997,0.05799999999999991,0.0399858622039367,0.0,0.23199999999999987,1.567999999999999,0.45023736092791544,0.017000000000000008,99.30221482060868,99.53564065976802
14.199999999999982,1,active,Blue,Red,jab,0.0,,,2.4924400347526845,0.0,0.7639999999999997,0.0,0.0,0.0,0.17199999999999982,1.7079999999999989,0.3902373609279154,0.0,99.34871199304946,99.53504065976801
14.39999999999998,1,active,Red,Blue,jab,0.0,,,2.4924400347526845,0.0,0.9639999999999997,0.0,0.0,0.0,0.1599999999999998,1.6959999999999988,0.3782373609279154,0.0,99.30871199304946,99.54224065976803
14.79999999999998,1,active,Red,Blue,jab,0.0,,,2.4684400347526845,0.0,1.1399999999999997,0.0,0.0,0.0,0.1359999999999998,1.6719999999999988,0.35423736092791536,0.0,99.27831199304946,99.55664065976802
15.199999999999978,1,active,Blue,Red,retreat,,,,2.4324400347526844,0.0,1.1039999999999996,0.0,0.0,0.0,0.1119999999999998,1.6479999999999988,0.33023736092791534,0.03,99.29271199304947,99.56504065976802
15.399999999999977,1,active,Blue,Red,circle,,,,2.4204400347526844,0.0,1.0919999999999996,0.0,0.0,0.0,0.0999999999999998,1.6359999999999988,0.3182373609279153,0.053000000000000005,99.29751199304947,99.56764065976802
15.799999999999976,1,active,Red,Blue,cross,0.0,,,2.4084400347526844,0.0,1.4299999999999997,0.0,0.0,0.0,0.0759999999999998,1.6119999999999988,0.2942373609279153,0.02900000000000001,99.23231199304946,99.58684065976801
15.799999999999976,1,active,Red,Blue,circle,,,,2.4084400347526844,0.0,1.4299999999999997,0.0,0.035,0.0,0.0759999999999998,1.6119999999999988,0.2942373609279153,0.02900000000000001,99.22531199304946,99.58684065976801
16.199999999999974,1,active,Red,Blue,advance,,,,2.3844400347526844,0.0,1.4059999999999997,0.0,0.051000000000000004,0.0,0.05199999999999981,1.5879999999999987,0.2702373609279153,0.005000000000000008,99.23171199304946,99.60604065976803
16.399999999999974,1,active,Blue,Red,jab,0.0,,,2.3604400347526844,0.0,1.3819999999999997,0.0,0.027000000000000007,0.0,0.039999999999999813,1.7759999999999987,0.25823736092791527,0.0,99.24611199304947,99.57424065976802
17.19999999999997,1,active,Red,Blue,circle,,,,2.3244400347526843,0.0,1.3459999999999996,0.0,0.035,0.0,0.0,1.7279999999999986,0.21023736092791523,0.0,99.25891199304947,99.60184065976802
17.39999999999997,1,active,Red,Blue,advance,,,,2.3124400347526843,0.0,1.3339999999999996,0.0,0.063,0.0,0.0,1.7159999999999986,0.19823736092791522,0.0,99.25811199304947,99.60724065976802
17.39999999999997,1,active,Blue,Red,circle,,,,2.3004400347526843,0.0,1.3219999999999996,0.0,0.051000000000000004,0.0,0.0,1.7159999999999986,0.19823736092791522,0.035,99.26531199304947,99.60024065976802
17.999999999999968,1,active,Red,Blue,retreat,,,,2.2764400347526843,0.0,1.2979999999999996,0.0,0.05700000000000001,0.0,0.0,1.6799999999999986,0.1622373609279152,0.0,99.27371199304946,99.62344065976802
18.199999999999967,1,active,Red,Blue,clinch,,,,2.2644400347526843,0.0,1.2859999999999996,0.25,0.04500000000000001,0.0,0.0,1.6679999999999986,0.15023736092791518,0.0,99.21841199304946,99.62884065976802
18.599999999999966,1,active,Red,Blue,retreat,,,,2.2404400347526843,0.0,1.2619999999999996,0.22599999999999998,0.05100000000000002,0.0,0.0,1.6439999999999986,0.12623736092791515,0.0,99.23281199304947,99.63964065976802
18.599999999999966,1,active,Blue,Red,advance,,,,2.2284400347526843,0.0,1.2499999999999996,0.21399999999999997,0.03900000000000002,0.0,0.0,1.6439999999999986,0.12623736092791515,0.04,99.24301199304946,99.63164065976802
18.999999999999964,1,active,Blue,Red,jab,0.0,,,2.2044400347526842,0.0,1.2259999999999995,0.18999999999999995,0.01500000000000002,0.0,0.0,1.8199999999999985,0.10223736092791516,0.016,99.26341199304946,99.60724065976802
20.19999999999996,1,active,Blue,Red,retreat,,,,2.132440034752684,0.0,1.1539999999999995,0.1179999999999999,0.0,0.0,0.0,1.7479999999999984,0.030237360927915177,0.03,99.31321199304946,99.63684065976803
21.399999999999956,1,active,Blue,Red,hook,1.0,head,0.467,2.6211047755014842,0.0,1.0819999999999994,0.045999999999999916,0.0,0.0,0.4,1.6759999999999984,0.0,0.0,99.2478790448997,99.6048
21.399999999999956,1,active,Blue,Red,retreat,,,,2.6211047755014842,0.0,1.0819999999999994,0.045999999999999916,0.0,0.0,0.4,1.6759999999999984,0.0,0.03,99.2478790448997,99.5988
21.599999999999955,1,active,Red,Blue,cross,0.0,,,2.6211047755014842,0.0,1.4319999999999995,0.045999999999999916,0.0,0.0,0.388,1.6639999999999984,0.0,0.018,99.1778790448997,99.6054
21.799999999999955,1,active,Blue,Red,advance,,,,2.597104775501484,0.0,1.4079999999999995,0.02199999999999992,0.0,0.0,0.376,1.6519999999999984,0.0,0.046,99.1934790448997,99.604
21.999999999999954,1,active,Red,Blue,advance,,,,2.597104775501484,0.0,1.4079999999999995,0.02199999999999992,0.04,0.0,0.364,1.6399999999999983,0.0,0.034,99.18547904489971,99.6106
22.199999999999953,1,active,Blue,Red,retreat,,,,2.573104775501484,0.0,1.3839999999999995,0.0,0.016,0.0,0.352,1.6279999999999983,0.0,0.052000000000000005,99.2053790448997,99.6112
23.19999999999995,1,active,Red,Blue,circle,,,,2.525104775501484,0.0,1.3359999999999994,0.0,0.035,0.0,0.2919999999999999,1.5679999999999983,0.0,0.0,99.2207790448997,99.6426
23.39999999999995,1,active,Red,Blue,retreat,,,,2.513104775501484,0.0,1.3239999999999994,0.0,0.053000000000000005,0.0,0.2799999999999999,1.5559999999999983,0.0,0.0,99.2219790448997,99.6468
23.599999999999948,1,active,Blue,Red,cross,0.0,,,2.489104775501484,0.0,1.2999999999999994,0.0,0.02900000000000001,0.0,0.2679999999999999,1.8939999999999984,0.0,0.0,99.2363790448997,99.581
24.199999999999946,1,active,Blue,Red,jab,0.0,,,2.453104775501484,0.0,1.2639999999999993,0.0,0.0,0.0,0.23199999999999987,2.0579999999999985,0.0,0.0,99.25657904489971,99.5536
24.599999999999945,1,active,Red,Blue,advance,,,,2.441104775501484,0.0,1.2519999999999993,0.0,0.04,0.0,0.20799999999999985,2.0339999999999985,0.0,0.0,99.2533790448997,99.562
24.599999999999945,1,active,Blue,Red,circle,,,,2.429104775501484,0.0,1.2399999999999993,0.0,0.028,0.0,0.20799999999999985,2.0339999999999985,0.0,0.035,99.2605790448997,99.555
24.799999999999944,1,active,Red,Blue,jab,1.0,torso,0.613,2.429104775501484,0.0,1.4399999999999993,0.0,0.028,0.0,0.19599999999999984,2.0219999999999985,0.5520583291004769,0.023000000000000003,99.22057904489971,99.42358541772488
25.199999999999942,1,active,Blue,Red,circle,,,,2.393104775501484,0.0,1.4039999999999992,0.0,0.0,0.0,0.17199999999999982,1.9979999999999984,0.5280583291004769,0.035,99.2405790448997,99.43558541772488
26.19999999999994,1,active,Red,Blue,retreat,,,,2.345104775501484,0.0,1.3559999999999992,0.0,0.03,0.0,0.1119999999999998,1.9379999999999984,0.46805832910047684,0.0,99.2537790448997,99.47858541772489
26.799999999999937,1,active,Blue,Red,jab,1.0,left_arm,0.703,2.297104775501484,0.4219127061244919,1.3079999999999992,0.0,0.0,0.0,0.0759999999999998,2.1019999999999985,0.4320583291004768,0.0,99.21569213898103,99.46018541772489
27.199999999999935,1,active,Red,Blue,advance,,,,2.285104775501484,0.4099127061244919,1.2959999999999992,0.0,0.04,0.0,0.05199999999999981,2.0779999999999985,0.4080583291004768,0.0,99.21429213898102,99.47458541772488
27.399999999999935,1,active,Red,Blue,jab,0.0,,,2.273104775501484,0.39791270612449187,1.483999999999999,0.0,0.028,0.0,0.039999999999999813,2.0659999999999985,0.3960583291004768,0.0,99.18329213898103,99.48178541772488
27.599999999999934,1,active,Red,Blue,jab,1.0,head,0.653,2.261104775501484,0.38591270612449186,1.671999999999999,0.0,0.016,0.783637326551733,0.027999999999999813,2.0539999999999985,0.38405832910047677,0.0,99.15229213898103,99.33225795241454
27.999999999999932,1,active,Red,Blue,circle,,,,2.237104775501484,0.36191270612449183,1.647999999999999,0.0,0.035,0.759637326551733,0.003999999999999813,2.0299999999999985,0.36005832910047675,0.0,99.16169213898102,99.35145795241453
28.199999999999932,1,active,Red,Blue,cross,0.0,,,2.225104775501484,0.3499127061244918,1.9859999999999989,0.0,0.023000000000000003,0.747637326551733,0.0,2.0179999999999985,0.34805832910047674,0.0,99.10069213898103,99.35985795241453
28.199999999999932,1,active,Red,Blue,hook,0.0,,,2.225104775501484,0.7499127061244919,1.9859999999999989,0.0,0.023000000000000003,0.747637326551733,0.0,2.0179999999999985,0.34805832910047674,0.0,99.04069213898103,99.35985795241453
28.199999999999932,1,active,Red,Blue,advance,,,,2.225104775501484,0.7499127061244919,1.9859999999999989,0.0,0.063,0.747637326551733,0.0,2.0179999999999985,0.34805832910047674,0.0,99.03269213898103,99.35985795241453
28.59999999999993,1,active,Red,Blue,jab,0.0,,,2.201104775501484,0.7259127061244919,2.161999999999999,0.0,0.03900000000000001,0.723637326551733,0.0,1.9939999999999984,0.3240583291004767,0.0,99.01069213898103,99.37545795241454
28.59999999999993,1,active,Red,Blue,advance,,,,2.201104775501484,0.7259127061244919,2.161999999999999,0.0,0.07900000000000001,0.723637326551733,0.0,1.9939999999999984,0.3240583291004767,0.0,99.00269213898103,99.37545795241454
28.79999999999993,1,active,Red,Blue,retreat,,,,2.189104775501484,0.7139127061244919,2.149999999999999,0.0,0.09700000000000002,0.711637326551733,0.0,1.9819999999999984,0.3120583291004767,0.0,99.00569213898103,99.38325795241454
28.99999999999993,1,active,Red,Blue,jab,1.0,torso,0.728,2.177104775501484,0.7019127061244919,2.337999999999999,0.0,0.08500000000000002,0.6996373265517329,0.0,1.9699999999999984,0.9556058253935559,0.0,98.97469213898103,99.22717107834127
28.99999999999993,1,active,Red,Blue,retreat,,,,2.177104775501484,0.7019127061244919,2.337999999999999,0.0,0.11500000000000002,0.6996373265517329,0.0,1.9699999999999984,0.9556058253935559,0.0,98.96869213898103,99.22717107834127
29.599999999999927,1,active,Blue,Red,jab,1.0,right_arm,0.739,2.129104775501484,0.6539127061244918,2.7336345285412875,0.0,0.06700000000000003,0.6636373265517329,0.0,2.1339999999999986,0.9196058253935558,0.0,98.91596523327277,99.21057107834126
30.199999999999925,1,active,Red,Blue,retreat,,,,2.105104775501484,0.6299127061244918,2.7096345285412875,0.0,0.07300000000000004,0.6276373265517329,0.0,2.0979999999999985,0.8836058253935558,0.0,98.92796523327277,99.23397107834127
30.799999999999923,1,active,Red,Blue,circle,,,,2.0691047755014838,0.5939127061244918,2.6736345285412875,0.0,0.07200000000000005,0.5916373265517328,0.0,2.0619999999999985,0.8476058253935558,0.0,98.94796523327277,99.25737107834127
30.999999999999922,1,active,Red,Blue,hook,0.0,,,2.0571047755014837,0.9819127061244918,2.6616345285412875,0.0,0.06000000000000005,0.5796373265517328,0.0,2.0499999999999985,0.8356058253935558,0.0,98.89696523327277,99.26517107834127
31.39999999999992,1,active,Red,Blue,advance,,,,2.0331047755014837,0.9579127061244918,2.6376345285412874,0.0,0.07600000000000007,0.5556373265517328,0.0,2.0259999999999985,0.8116058253935557,0.0,98.90696523327277,99.28077107834126
31.79999999999992,1,active,Blue,Red,retreat,,,,1.9971047755014837,0.9219127061244917,2.6016345285412874,0.0,0.04000000000000008,0.5316373265517328,0.0,2.0019999999999984,0.7876058253935557,0.03,98.93396523327277,99.29037107834127
31.99999999999992,1,active,Red,Blue,advance,,,,1.9971047755014837,0.9219127061244917,2.6016345285412874,0.0,0.08000000000000007,0.5196373265517328,0.0,1.9899999999999984,0.7756058253935557,0.018,98.92596523327278,99.30057107834126
32.19999999999992,1,active,Blue,Red,cross,0.0,,,1.9731047755014837,0.8979127061244917,2.5776345285412874,0.0,0.05600000000000008,0.5076373265517328,0.0,2.3279999999999985,0.7636058253935557,0.005999999999999998,98.94396523327278,99.24077107834127
32.39999999999992,1,active,Red,Blue,advance,,,,1.9731047755014837,0.8979127061244917,2.5776345285412874,0.0,0.09600000000000009,0.49563732655173276,0.0,2.3159999999999985,0.7516058253935557,0.0,98.93596523327277,99.24977107834127
32.39999999999992,1,active,Blue,Red,retreat,,,,1.9611047755014837,0.8859127061244917,2.5656345285412874,0.0,0.08400000000000009,0.49563732655173276,0.0,2.3159999999999985,0.7516058253935557,0.03,98.94496523327277,99.24377107834127
32.799999999999926,1,active,Blue,Red,hook,0.0,,,1.9371047755014836,0.8619127061244917,2.5416345285412874,0.0,0.060000000000000095,0.47163732655173274,0.4,2.2919999999999985,0.7276058253935557,0.005999999999999998,98.96296523327277,99.20417107834126
32.799999999999926,1,active,Blue,Red,retreat,,,,1.9371047755014836,0.8619127061244917,2.5416345285412874,0.0,0.060000000000000095,0.47163732655173274,0.4,2.2919999999999985,0.7276058253935557,0.036,98.96296523327277,99.19817107834126
32.99999999999993,1,active,Red,Blue,uppercut,0.0,,,1.9371047755014836,0.8619127061244917,2.9916345285412875,0.0,0.060000000000000095,0.45963732655173273,0.388,2.2799999999999985,0.7156058253935557,0.023999999999999997,98.87296523327277,99.21017107834126
32.99999999999993,1,active,Blue,Red,retreat,,,,1.9251047755014836,0.8499127061244917,2.9796345285412875,0.0,0.0480000000000001,0.45963732655173273,0.388,2.2799999999999985,0.7156058253935557,0.05399999999999999,98.88196523327277,99.20417107834126
33.19999999999993,1,active,Blue,Red,jab,0.0,,,1.9131047755014836,0.8379127061244916,2.9676345285412875,0.0,0.0360000000000001,0.4476373265517327,0.376,2.4679999999999986,0.7036058253935557,0.041999999999999996,98.89096523327277,99.17617107834127
33.19999999999993,1,active,Blue,Red,retreat,,,,1.9131047755014836,0.8379127061244916,2.9676345285412875,0.0,0.0360000000000001,0.4476373265517327,0.376,2.4679999999999986,0.7036058253935557,0.072,98.89096523327277,99.17017107834127
33.79999999999994,1,active,Red,Blue,advance,,,,1.8891047755014836,0.8139127061244916,2.9436345285412875,0.0,0.0520000000000001,0.4116373265517327,0.33999999999999997,2.4319999999999986,0.6676058253935556,0.036000000000000004,98.90096523327277,99.20617107834127
33.79999999999994,1,active,Red,Blue,circle,,,,1.8891047755014836,0.8139127061244916,2.9436345285412875,0.0,0.0870000000000001,0.4116373265517327,0.33999999999999997,2.4319999999999986,0.6676058253935556,0.036000000000000004,98.89396523327277,99.20617107834127
33.99999999999994,1,active,Red,Blue,retreat,,,,1.8771047755014836,0.8019127061244916,2.9316345285412875,0.0,0.10500000000000011,0.3996373265517327,0.32799999999999996,2.4199999999999986,0.6556058253935556,0.024000000000000004,98.89696523327277,99.21817107834127
34.39999999999995,1,active,Blue,Red,circle,,,,1.8411047755014835,0.7659127061244916,2.8956345285412874,0.0,0.06900000000000012,0.37563732655173265,0.30399999999999994,2.3959999999999986,0.6316058253935556,0.035,98.92396523327277,99.23517107834127
34.99999999999996,1,active,Red,Blue,circle,,,,1.8171047755014835,0.7419127061244916,2.8716345285412874,0.0,0.08000000000000013,0.3396373265517326,0.2679999999999999,2.3599999999999985,0.5956058253935556,0.0,98.93496523327278,99.27097107834126
35.599999999999966,1,active,Red,Blue,jab,1.0,head,0.533,1.7811047755014835,0.7059127061244915,3.0356345285412876,0.0,0.044000000000000136,0.9435206490102902,0.23199999999999987,2.3239999999999985,0.5596058253935555,0.0,98.92196523327277,99.17179441384955
35.599999999999966,1,active,Red,Blue,uppercut,0.0,,,1.7811047755014835,0.7059127061244915,3.4856345285412877,0.0,0.044000000000000136,0.9435206490102902,0.23199999999999987,2.3239999999999985,0.5596058253935555,0.0,98.83196523327277,99.17179441384955
35.599999999999966,1,active,Red,Blue,circle,,,,1.7811047755014835,0.7059127061244915,3.4856345285412877,0.0,0.07900000000000014,0.9435206490102902,0.23199999999999987,2.3239999999999985,0.5596058253935555,0.0,98.82496523327278,99.17179441384955
35.599999999999966,1,active,Blue,Red,cross,0.0,,,1.7691047755014835,0.6939127061244915,3.4736345285412877,0.0,0.06700000000000014,0.9435206490102902,0.23199999999999987,2.6739999999999986,0.5596058253935555,0.0,98.83396523327278,99.10179441384955
35.99999999999997,1,active,Red,Blue,advance,,,,1.7571047755014835,0.6819127061244915,3.4616345285412877,0.0,0.09500000000000014,0.9195206490102902,0.20799999999999985,2.6499999999999986,0.5356058253935555,0.0,98.83496523327277,99.12099441384956
36.39999999999998,1,active,Blue,Red,jab,0.0,,,1.7211047755014834,0.6459127061244915,3.4256345285412877,0.0,0.05900000000000015,0.8955206490102902,0.18399999999999983,2.8259999999999987,0.5116058253935555,0.0,98.86196523327277,99.10019441384955
36.39999999999998,1,active,Blue,Red,hook,0.0,,,1.7211047755014834,0.6459127061244915,3.4256345285412877,0.0,0.05900000000000015,0.8955206490102902,0.5839999999999999,2.8259999999999987,0.5116058253935555,0.0,98.86196523327277,99.04019441384955
36.79999999999998,1,active,Red,Blue,circle,,,,1.7091047755014834,0.6339127061244915,3.4136345285412877,0.0,0.08200000000000016,0.8715206490102901,0.5599999999999998,2.8019999999999987,0.48760582539355546,0.0,98.86396523327278,99.05939441384956
36.79999999999998,1,active,Blue,Red,jab,0.0,,,1.6971047755014834,0.6219127061244915,3.4016345285412877,0.0,0.07000000000000016,0.8715206490102901,0.5599999999999998,3.001999999999999,0.48760582539355546,0.0,98.87296523327277,99.01939441384955
36.999999999999986,1,active,Red,Blue,circle,,,,1.6971047755014834,0.6219127061244915,3.4016345285412877,0.0,0.10500000000000016,0.8595206490102901,0.5479999999999998,2.989999999999999,0.47560582539355545,0.0,98.86596523327277,99.02899441384956
37.19999999999999,1,active,Red,Blue,advance,,,,1.6851047755014834,0.6099127061244914,3.3896345285412877,0.0,0.13300000000000017,0.8475206490102901,0.5359999999999998,2.977999999999999,0.46360582539355544,0.0,98.86696523327277,99.03859441384955
37.599999999999994,1,active,Red,Blue,jab,0.0,,,1.6611047755014834,0.5859127061244914,3.565634528541288,0.0,0.10900000000000018,0.8235206490102901,0.5119999999999998,2.953999999999999,0.4396058253935554,0.0,98.84496523327277,99.05779441384955
37.8,1,active,Red,Blue,advance,,,,1.6491047755014834,0.5739127061244914,3.553634528541288,0.0,0.13700000000000018,0.8115206490102901,0.4999999999999998,2.941999999999999,0.4276058253935554,0.0,98.84596523327278,99.06739441384956
